bill_id,retailer_name,order_date,email,product,product_category,quantity,price,payment_method,commission,payment_terms,final_price,payment_status,billing_address,promotion
0666904642,Ginger,05/04/2024,gcoathup56@uiuc.edu,Sunflower oil,oil,10,1500,PayPal,1%,10%,1350,pending,73 Bunker Hill Pass,false
2172116076,Brina,30/01/2024,bimorts57@ovh.net,palm oil,oil,20,2400,PayPal,2%,50%,2376,pending,32 Golf Avenue,false
2272176097,Hayes,09/04/2024,hadamini58@newsvine.com,mustard oil,oil,13,2080,debit card,2%,100%,1976,paid,1 Becker Way,true
1389889939,Rosie,22/01/2024,rgarnul59@dagondesign.com,coconut oil,oil,13,2600,credit card,0.9%,10%,2340,pending,430 Reinke Trail,false
4021456430,Gwendolyn,31/01/2024,gvalder5a@ning.com,mustard oil,oil,16,2560,credit card,1%,100%,2432,paid,0 Anzinger Alley,false
0892114762,Cori,07/02/2024,ckilgrew5b@nsw.gov.au,palm oil,oil,9,1080,credit card,2%,100%,1026,paid,7 Ridge Oak Alley,false
0495211869,Starla,08/03/2024,srichings5c@pcworld.com,coconut oil,oil,10,2000,cash,0.9%,90%,1940,pending,4623 Harbort Parkway,false
5801147551,Whitaker,19/02/2024,willston5d@telegraph.co.uk,mustard oil,oil,11,1760,cash,0.9%,100%,1672,paid,40 Utah Place,true
7833441651,Dwayne,12/03/2024,dbrandes5e@discuz.net,olive oil,oil,8,1760,cash,0.9%,90%,1707.2,pending,5 Haas Avenue,false
5828142224,Dalt,09/04/2024,ddisney5f@irs.gov,mustard oil,oil,9,1440,debit card,2%,90%,1396.8,pending,024 Portage Place,false
6346586548,Alika,14/01/2024,apemble5g@sina.com.cn,palm oil,oil,2,240,cash,1%,90%,232.8,pending,891 Schiller Center,true
3937944559,Carmina,18/03/2024,citzkovitch5h@ucsd.edu,coconut oil,oil,6,1200,cash,0.9%,100%,1140,paid,70853 Claremont Way,true
8574104760,Serene,04/03/2024,schilderhouse5i@vinaora.com,palm oil,oil,18,2160,debit card,1%,80%,2116.8,pending,9523 Blaine Alley,true
2149386917,Zarla,14/02/2024,zgonzalez5j@telegraph.co.uk,coconut oil,oil,14,2800,Gpay,2%,80%,2744,pending,5 Debs Junction,false
9141814525,Dela,26/04/2024,dloads5k@purevolume.com,coconut oil,oil,6,1200,credit card,2%,50%,1188,pending,008 4th Trail,true
4962596934,Annmaria,08/04/2024,aklimov5l@cam.ac.uk,Sunflower oil,oil,8,1200,cash,2%,50%,1188,pending,8 Park Meadow Terrace,true
7171035476,Liliane,16/01/2024,lswait5m@economist.com,olive oil,oil,18,3960,debit card,1%,100%,3762,paid,66 Jenifer Circle,true
9088242593,Bruce,11/03/2024,bstrutley5n@webmd.com,coconut oil,oil,19,3800,credit card,2%,50%,3762,pending,15 Scoville Park,true
5241554726,Jessamine,26/04/2024,jduffett5o@rakuten.co.jp,palm oil,oil,7,840,PayPal,0.9%,10%,756,pending,49 Beilfuss Trail,false
1595370838,Elliot,16/02/2024,enerne5p@privacy.gov.au,coconut oil,oil,20,4000,PayPal,2%,80%,3920,pending,5 Little Fleur Court,false
4064086651,Martie,21/01/2024,mmcravey5q@merriam-webster.com,palm oil,oil,16,1920,credit card,2%,80%,1881.6,pending,473 Park Meadow Hill,true
1762082721,Zonda,21/02/2024,ztoye5r@ustream.tv,mustard oil,oil,5,800,PayPal,0.9%,90%,776,pending,9851 Pond Alley,false
6832649827,Ira,22/04/2024,icettell5s@nhs.uk,Sunflower oil,oil,10,1500,debit card,2%,100%,1425,paid,9164 Calypso Drive,false
3880373418,Frank,31/03/2024,fmatijasevic5t@about.com,coconut oil,oil,20,4000,cash,2%,100%,3800,paid,31566 Carpenter Plaza,true
5348117471,Norrie,24/04/2024,nshelborne5u@rambler.ru,Sunflower oil,oil,5,750,PayPal,2%,50%,742.5,pending,8 Esch Lane,false
6122246816,Logan,25/01/2024,lheatley5v@harvard.edu,Sunflower oil,oil,11,1650,credit card,2%,50%,1633.5,pending,9691 1st Terrace,false
3816765041,Selene,02/02/2024,srust5w@auda.org.au,olive oil,oil,5,1100,debit card,0.9%,10%,990,pending,47072 Daystar Terrace,true
6534561948,Brittne,08/01/2024,brudinger5x@dropbox.com,olive oil,oil,16,3520,credit card,0.9%,90%,3414.4,pending,819 Mandrake Plaza,false
8162345973,Ellyn,30/03/2024,edumphreys5y@china.com.cn,mustard oil,oil,15,2400,Gpay,1%,80%,2352,pending,16 Vermont Trail,true
9900334086,Daphene,15/04/2024,dswancock5z@surveymonkey.com,coconut oil,oil,21,4200,cash,1%,50%,4158,pending,505 Dahle Center,true
5930140286,Marybeth,27/02/2024,mleuty60@ibm.com,olive oil,oil,25,5500,cash,0.9%,90%,5335,pending,5689 Continental Street,false
6582859978,Berrie,24/03/2024,blillgard61@disqus.com,mustard oil,oil,21,3360,Gpay,2%,100%,3192,paid,85539 Caliangt Street,false
3359969618,Chelsie,03/04/2024,cjura62@etsy.com,mustard oil,oil,18,2880,debit card,2%,90%,2793.6,pending,2144 Carpenter Point,false
7798212817,Thaddeus,22/03/2024,tcolley63@storify.com,Sunflower oil,oil,12,1800,cash,0.9%,10%,1620,pending,22962 Carberry Center,false
8528642992,Giordano,10/04/2024,ghidderley64@blogtalkradio.com,mustard oil,oil,13,2080,Gpay,1%,80%,2038.4,pending,19 Burrows Point,true
1358105057,Dollie,24/02/2024,dbarttrum65@naver.com,palm oil,oil,25,3000,cash,0.9%,100%,2850,paid,283 Erie Place,true
2107371814,Paulie,18/01/2024,ptwelves66@liveinternet.ru,mustard oil,oil,1,160,PayPal,1%,90%,155.2,pending,48 Schmedeman Terrace,true
6881603657,Gaspar,07/02/2024,gferguson67@psu.edu,coconut oil,oil,13,2600,credit card,1%,90%,2522,pending,547 Longview Park,false
5440354840,Veronika,25/04/2024,vgrundle68@yellowpages.com,olive oil,oil,6,1320,Gpay,1%,90%,1280.4,pending,94 Oxford Lane,false
8148001278,Ben,06/02/2024,bdelisle69@shutterfly.com,mustard oil,oil,1,160,Gpay,2%,100%,152,paid,29751 Fulton Crossing,false
8750435108,Rahal,26/04/2024,rmaddick6a@tinyurl.com,mustard oil,oil,9,1440,cash,2%,10%,1296,pending,50 Grayhawk Place,false
2771986043,Davidde,11/01/2024,dguilliland6b@google.com,palm oil,oil,16,1920,Gpay,0.9%,100%,1824,paid,0720 Bultman Lane,true
6496832242,Gwenore,11/02/2024,gnisbith6c@topsy.com,mustard oil,oil,21,3360,debit card,1%,10%,3024,pending,286 Onsgard Place,true
9801823496,Coral,03/01/2024,cdurban6d@nba.com,coconut oil,oil,21,4200,PayPal,2%,80%,4116,pending,1962 Graedel Alley,true
3457639574,Mitzi,17/01/2024,msharpless6e@washingtonpost.com,Sunflower oil,oil,11,1650,credit card,0.9%,100%,1567.5,paid,728 Garrison Circle,false
6142869231,Bert,09/04/2024,bivins6f@drupal.org,olive oil,oil,8,1760,debit card,2%,80%,1724.8,pending,7 Village Green Pass,true
2329281633,Devinne,29/03/2024,dvell6g@soup.io,palm oil,oil,13,1560,PayPal,1%,100%,1482,paid,39 Forster Street,true
7982166474,Alysa,16/03/2024,agehringer6h@bbc.co.uk,palm oil,oil,17,2040,credit card,0.9%,10%,1836,pending,7 Welch Point,false
5156654770,Keir,10/02/2024,khoston6i@behance.net,mustard oil,oil,16,2560,cash,1%,80%,2508.8,pending,470 Mitchell Drive,true
4101074488,Kym,30/03/2024,kcritchley6j@163.com,olive oil,oil,24,5280,cash,0.9%,50%,5227.2,pending,23731 Hayes Pass,false
0663211387,Federica,31/01/2024,ffawckner6k@whitehouse.gov,palm oil,oil,10,1200,debit card,0.9%,100%,1140,paid,79005 Victoria Center,true
6571627949,Eb,20/04/2024,ehesbrook6l@wired.com,olive oil,oil,25,5500,cash,0.9%,100%,5225,paid,06 Dryden Hill,false
3666414613,Eleanora,09/04/2024,ehankin6m@usgs.gov,olive oil,oil,7,1540,debit card,2%,80%,1509.2,pending,4028 Anzinger Road,false
9407883280,Fletcher,10/01/2024,foldred6n@tiny.cc,mustard oil,oil,24,3840,credit card,0.9%,100%,3648,paid,802 Mitchell Hill,true
1812212216,Hymie,01/02/2024,hkirton6o@ebay.com,coconut oil,oil,14,2800,debit card,1%,90%,2716,pending,92 Mesta Street,false
7435720445,Reade,02/01/2024,rbratch6p@blogtalkradio.com,Sunflower oil,oil,16,2400,PayPal,2%,100%,2280,paid,040 High Crossing Hill,true
7495969903,Norene,01/02/2024,naubry6q@weibo.com,mustard oil,oil,6,960,PayPal,0.9%,80%,940.8,pending,743 Warner Pass,false
5292496049,Dion,03/05/2024,dnealon6r@networkadvertising.org,olive oil,oil,14,3080,cash,2%,100%,2926,paid,82649 Grasskamp Crossing,true
8040191017,Coralyn,21/03/2024,cmchardy6s@jimdo.com,mustard oil,oil,3,480,cash,0.9%,80%,470.4,pending,7553 Hollow Ridge Way,false
7073587105,Nanci,20/04/2024,nickovicz6t@businesswire.com,olive oil,oil,2,440,cash,0.9%,10%,396,pending,017 Mockingbird Street,true
1811980791,Pennie,10/04/2024,pkissack6u@mediafire.com,mustard oil,oil,4,640,PayPal,2%,90%,620.8,pending,7299 Hoard Drive,true
5800709114,Feodora,26/04/2024,flangton6v@cnbc.com,Sunflower oil,oil,20,3000,cash,1%,100%,2850,paid,850 Farwell Crossing,true
0359225381,Alexina,06/01/2024,aglaze6w@google.com.br,olive oil,oil,15,3300,PayPal,2%,50%,3267,pending,5 Delaware Drive,true
7971708335,Joleen,23/03/2024,jlennard6x@histats.com,olive oil,oil,20,4400,PayPal,0.9%,50%,4356,pending,6690 Bartillon Way,true
4410938029,Barron,18/01/2024,bhaddleton6y@senate.gov,Sunflower oil,oil,22,3300,cash,2%,10%,2970,pending,6 Oakridge Drive,true
5921283851,Aliza,15/01/2024,agirk6z@hugedomains.com,palm oil,oil,6,720,debit card,0.9%,80%,705.6,pending,7 Luster Trail,false
3005168689,Padgett,23/02/2024,pribeiro70@naver.com,Sunflower oil,oil,12,1800,PayPal,0.9%,90%,1746,pending,909 Gerald Crossing,true
5177470717,Donielle,16/01/2024,dredwall71@nba.com,mustard oil,oil,13,2080,Gpay,0.9%,90%,2017.6,pending,644 Melrose Point,false
7663992806,Mozelle,30/01/2024,mteaz72@dagondesign.com,Sunflower oil,oil,14,2100,cash,0.9%,90%,2037,pending,879 Gateway Park,true
3940397318,Beatrice,14/02/2024,bthirkettle73@gmpg.org,palm oil,oil,13,1560,cash,0.9%,90%,1513.2,pending,862 Jay Court,false
7729189925,Bradan,29/04/2024,blowson74@goo.gl,Sunflower oil,oil,2,300,PayPal,0.9%,80%,294,pending,86748 Paget Parkway,true
0707808553,Elisha,03/02/2024,emcleod75@amazonaws.com,mustard oil,oil,6,960,debit card,2%,80%,940.8,pending,38 Warner Alley,true
4934109730,Winslow,29/04/2024,wwimbury76@prweb.com,Sunflower oil,oil,3,450,cash,0.9%,90%,436.5,pending,73516 Cascade Avenue,false
6233993733,Jennifer,10/02/2024,jdavidof77@issuu.com,coconut oil,oil,21,4200,credit card,0.9%,80%,4116,pending,11 Ludington Junction,false
9045158787,Frederique,02/05/2024,frandleson78@ibm.com,olive oil,oil,12,2640,PayPal,2%,80%,2587.2,pending,33634 Sunfield Parkway,false
8225713044,Clywd,29/04/2024,coldfield79@flavors.me,coconut oil,oil,1,200,cash,2%,100%,190,paid,54 Ruskin Way,true
6361879313,Edouard,25/02/2024,ewalford7a@apple.com,olive oil,oil,20,4400,Gpay,2%,100%,4180,paid,7396 Carberry Point,true
8230676399,Lillis,05/03/2024,lyanne7b@furl.net,olive oil,oil,9,1980,PayPal,1%,10%,1782,pending,944 Pawling Way,true
5582604057,Shalne,26/02/2024,svedyasov7c@icio.us,palm oil,oil,8,960,credit card,2%,100%,912,paid,633 Arizona Hill,false
0943254760,Patrice,18/01/2024,pskentelbery7d@mac.com,mustard oil,oil,9,1440,credit card,2%,50%,1425.6,pending,196 Tony Street,true
6904822589,Patty,28/01/2024,pilyasov7e@tmall.com,olive oil,oil,19,4180,debit card,0.9%,80%,4096.4,pending,572 Shasta Lane,true
3456660251,Ilka,20/02/2024,iwasson7f@nifty.com,coconut oil,oil,3,600,cash,0.9%,10%,540,pending,0019 Marcy Junction,true
7384670810,Bartolemo,03/01/2024,blegrand7g@feedburner.com,coconut oil,oil,22,4400,cash,2%,90%,4268,pending,5949 Oneill Crossing,false
1676196528,Rafaela,10/04/2024,rroze7h@drupal.org,coconut oil,oil,17,3400,PayPal,0.9%,10%,3060,pending,151 Nancy Hill,true
9318270046,Whitney,27/04/2024,wrowlstone7i@geocities.com,olive oil,oil,21,4620,Gpay,1%,10%,4158,pending,396 Orin Crossing,true
5904139004,Tyrus,29/03/2024,tsign7j@webnode.com,olive oil,oil,2,440,Gpay,2%,10%,396,pending,86153 Schmedeman Street,false
9393021503,Nonah,09/04/2024,nperl7k@techcrunch.com,coconut oil,oil,23,4600,Gpay,1%,10%,4140,pending,8725 East Court,true
8900005820,Gabby,24/03/2024,gdamsell7l@paypal.com,olive oil,oil,11,2420,cash,0.9%,10%,2178,pending,33707 Cottonwood Park,true
3855716226,Darell,27/03/2024,dgadeaux7m@is.gd,palm oil,oil,14,1680,Gpay,0.9%,50%,1663.2,pending,00 Stuart Drive,true
9986110351,Artie,11/03/2024,arushbrook7n@army.mil,olive oil,oil,5,1100,credit card,2%,10%,990,pending,055 Tennessee Hill,true
3046506279,Hermina,08/02/2024,hantoshin7o@imgur.com,palm oil,oil,25,3000,cash,1%,10%,2700,pending,768 Scoville Park,true
8288571328,Vaclav,17/03/2024,vlogsdale7p@cyberchimps.com,Sunflower oil,oil,2,300,credit card,1%,80%,294,pending,8545 Lerdahl Pass,true
2707814318,Florette,22/03/2024,fwildman7q@tripod.com,coconut oil,oil,17,3400,credit card,1%,10%,3060,pending,5 Lakewood Center,true
8758123431,Cristin,22/03/2024,cmartinho7r@phpbb.com,palm oil,oil,22,2640,PayPal,1%,100%,2508,paid,59 Magdeline Drive,true
7166964324,Pat,08/02/2024,pport7s@prlog.org,mustard oil,oil,20,3200,Gpay,1%,50%,3168,pending,8 Rockefeller Plaza,true
7793978447,Enos,26/02/2024,estandbridge7t@cnn.com,palm oil,oil,11,1320,debit card,0.9%,10%,1188,pending,3 Elgar Lane,true
8068578366,Pedro,03/03/2024,pghelerdini7u@admin.ch,palm oil,oil,7,840,PayPal,1%,50%,831.6,pending,36778 Fuller Crossing,false
3586733860,Eleni,10/03/2024,ebrearty7v@blogtalkradio.com,coconut oil,oil,14,2800,cash,2%,80%,2744,pending,9765 Melody Road,true
3585282288,Granger,19/02/2024,ghatfull7w@cargocollective.com,olive oil,oil,19,4180,Gpay,1%,80%,4096.4,pending,94556 Maywood Center,true
7178056894,Matthus,06/04/2024,mhempel7x@techcrunch.com,Sunflower oil,oil,2,300,PayPal,2%,90%,291,pending,91365 Porter Pass,true
4945301689,Marabel,22/04/2024,mbrokenbrow7y@wikimedia.org,coconut oil,oil,8,1600,credit card,2%,50%,1584,pending,252 Raven Terrace,false
8297213005,Don,23/01/2024,dfranca7z@dagondesign.com,coconut oil,oil,8,1600,debit card,2%,10%,1440,pending,049 Sundown Junction,false
6773464927,Kris,14/02/2024,kelecum80@fda.gov,olive oil,oil,11,2420,PayPal,0.9%,90%,2347.4,pending,6964 Sutherland Court,false
8370979807,Anthony,11/01/2024,acruddas81@purevolume.com,coconut oil,oil,23,4600,PayPal,1%,80%,4508,pending,53794 Center Alley,false
3772116302,Alia,07/02/2024,akinnerk82@google.cn,coconut oil,oil,18,3600,cash,1%,50%,3564,pending,81935 Ridgeview Point,false
6682453299,Uta,19/04/2024,utatford83@google.com,mustard oil,oil,4,640,Gpay,1%,80%,627.2,pending,02806 Dixon Drive,true
4019079137,Otto,22/04/2024,oibbotson84@google.com.hk,olive oil,oil,2,440,credit card,0.9%,10%,396,pending,369 Gina Circle,true
3779525127,Constantina,01/04/2024,chugonneau85@nationalgeographic.com,coconut oil,oil,9,1800,Gpay,0.9%,10%,1620,pending,76 Macpherson Drive,true
8107243889,Lucienne,17/02/2024,lnazair86@ihg.com,mustard oil,oil,16,2560,cash,0.9%,10%,2304,pending,2949 Debra Avenue,false
6782656140,Rowen,04/01/2024,rscorton87@tripod.com,olive oil,oil,4,880,credit card,1%,90%,853.6,pending,692 Lukken Park,true
4421006866,Codee,11/02/2024,cbille88@illinois.edu,palm oil,oil,20,2400,cash,0.9%,80%,2352,pending,3556 Kensington Alley,true
2359519328,Luce,01/05/2024,lhoodspeth89@360.cn,coconut oil,oil,9,1800,credit card,2%,100%,1710,paid,5 Debs Avenue,true
1090667299,Shirley,19/03/2024,skelloch8a@joomla.org,coconut oil,oil,18,3600,debit card,2%,90%,3492,pending,0 Porter Hill,false
9223731054,Gris,10/03/2024,gruby8b@furl.net,coconut oil,oil,8,1600,debit card,0.9%,100%,1520,paid,15800 Tennessee Lane,false
0563070773,Bird,21/03/2024,bklimentov8c@networksolutions.com,palm oil,oil,21,2520,debit card,0.9%,100%,2394,paid,3 Independence Center,true
7435642010,Tedi,29/02/2024,tengelmann8d@cnn.com,Sunflower oil,oil,1,150,debit card,0.9%,90%,145.5,pending,827 Toban Road,true
4237717763,Priscilla,13/02/2024,phalbert8e@msn.com,Sunflower oil,oil,18,2700,debit card,2%,10%,2430,pending,32 Montana Park,true
4873775922,Budd,13/03/2024,bwalls8f@intel.com,Sunflower oil,oil,20,3000,credit card,1%,10%,2700,pending,6288 Cordelia Pass,true
0049626043,Demetris,02/03/2024,dheazel8g@naver.com,olive oil,oil,10,2200,credit card,1%,80%,2156,pending,0 Sutteridge Parkway,true
8659274474,Ddene,08/01/2024,dvanichkov8h@slideshare.net,palm oil,oil,1,120,PayPal,1%,10%,108,pending,7 Welch Plaza,true
3039262904,Delcine,12/04/2024,dabbots8i@nytimes.com,coconut oil,oil,7,1400,credit card,1%,50%,1386,pending,1 Spohn Plaza,true
8743231462,Jaymie,11/01/2024,jdurram8j@ftc.gov,Sunflower oil,oil,15,2250,PayPal,0.9%,10%,2025,pending,08012 Thompson Hill,true
4545759610,Stephanus,29/04/2024,sdelacroux8k@businesswire.com,olive oil,oil,2,440,Gpay,2%,90%,426.8,pending,67003 Lake View Circle,false
8124941106,Mariele,22/02/2024,maird8l@simplemachines.org,mustard oil,oil,8,1280,PayPal,1%,90%,1241.6,pending,0 Oak Valley Terrace,true
6374055675,Kasper,06/03/2024,kgomez8m@php.net,mustard oil,oil,12,1920,PayPal,0.9%,80%,1881.6,pending,29493 Tomscot Trail,false
7631259003,Egon,03/05/2024,edivina8n@usa.gov,olive oil,oil,25,5500,Gpay,1%,100%,5225,paid,1557 Harper Circle,true
6971875710,Octavia,29/02/2024,obenedidick8o@yale.edu,mustard oil,oil,7,1120,cash,1%,80%,1097.6,pending,081 Talmadge Hill,false
7603045517,Dionysus,31/01/2024,darnoldi8p@flavors.me,Sunflower oil,oil,11,1650,PayPal,1%,100%,1567.5,paid,37 Almo Lane,false
4532835895,Addie,07/01/2024,akarolovsky8q@theglobeandmail.com,palm oil,oil,10,1200,Gpay,2%,10%,1080,pending,53 Fairfield Crossing,false
4879468452,Kingston,27/02/2024,kvigietti8r@blogspot.com,olive oil,oil,11,2420,cash,1%,90%,2347.4,pending,10621 Gulseth Circle,true
9294856623,Joanie,03/03/2024,jdungay8s@flavors.me,Sunflower oil,oil,13,1950,debit card,2%,50%,1930.5,pending,7626 Fremont Pass,false
5494786900,Hillyer,03/05/2024,hmacphaden8t@vistaprint.com,mustard oil,oil,6,960,PayPal,2%,80%,940.8,pending,7 Evergreen Center,true
7196513762,Adan,18/04/2024,abramhall8u@army.mil,palm oil,oil,7,840,cash,2%,10%,756,pending,02 Nova Hill,false
4738903454,Cindie,01/04/2024,cthornebarrow8v@blinklist.com,coconut oil,oil,10,2000,cash,0.9%,80%,1960,pending,60 Annamark Terrace,true
5036023277,Lucio,23/03/2024,lgilbertson8w@altervista.org,olive oil,oil,18,3960,cash,0.9%,80%,3880.8,pending,79657 Kropf Alley,false
9087044992,Rosana,05/02/2024,rclines8x@omniture.com,coconut oil,oil,1,200,Gpay,2%,80%,196,pending,4 Doe Crossing Avenue,true
8302101370,Martin,19/04/2024,mmcgarva8y@biglobe.ne.jp,palm oil,oil,18,2160,credit card,2%,80%,2116.8,pending,31 Hanover Point,false
5100871873,Edie,03/03/2024,edowglass8z@jigsy.com,olive oil,oil,7,1540,debit card,2%,100%,1463,paid,73 Westport Point,true
3948756252,Holt,21/01/2024,hmcilwaine90@wikispaces.com,Sunflower oil,oil,23,3450,Gpay,1%,10%,3105,pending,1 Village Street,false
2398713520,Judd,12/04/2024,jwhitmarsh91@time.com,palm oil,oil,12,1440,Gpay,2%,50%,1425.6,pending,7 Anniversary Center,true
9211780594,Pace,04/02/2024,phasloch92@cdc.gov,olive oil,oil,13,2860,cash,0.9%,100%,2717,paid,1 Crescent Oaks Street,false
0235832677,Gavra,22/04/2024,gweben93@yale.edu,coconut oil,oil,19,3800,PayPal,1%,100%,3610,paid,4 Ilene Plaza,false
5774970124,Emilie,19/02/2024,eclipsham94@ovh.net,mustard oil,oil,19,3040,Gpay,1%,50%,3009.6,pending,8561 Johnson Place,false
3632561834,Hilde,04/02/2024,hcalderhead95@prlog.org,Sunflower oil,oil,21,3150,debit card,1%,100%,2992.5,paid,4053 Donald Avenue,false
6590058997,Arv,05/01/2024,akyteley96@geocities.com,palm oil,oil,9,1080,Gpay,2%,100%,1026,paid,5423 Ilene Hill,false
1418509248,Barbara,19/04/2024,bdevonald97@cpanel.net,mustard oil,oil,3,480,debit card,1%,50%,475.2,pending,20 Monica Parkway,true
8804848871,Milli,28/04/2024,mgudeman98@businessinsider.com,olive oil,oil,15,3300,debit card,2%,90%,3201,pending,51461 Menomonie Pass,true
2151387550,Meredith,11/04/2024,mgoligher99@artisteer.com,Sunflower oil,oil,20,3000,debit card,1%,10%,2700,pending,0948 Maywood Alley,true
7744608275,Juliann,24/04/2024,jhouse9a@sbwire.com,coconut oil,oil,18,3600,cash,2%,90%,3492,pending,73860 Kinsman Circle,true
0572860587,Curcio,23/03/2024,ckenwright9b@aboutads.info,olive oil,oil,20,4400,PayPal,2%,100%,4180,paid,1 Kennedy Road,false
0850388260,Cinda,04/04/2024,cdwire9c@springer.com,coconut oil,oil,24,4800,Gpay,2%,90%,4656,pending,12 Victoria Avenue,true
5963313791,Carin,27/03/2024,cdrohane9d@globo.com,mustard oil,oil,23,3680,debit card,1%,100%,3496,paid,68 Arapahoe Place,true
4535005737,Rickie,28/02/2024,rmanvelle9e@sbwire.com,olive oil,oil,25,5500,Gpay,0.9%,90%,5335,pending,393 Debra Court,true
8863672431,Rhiamon,30/04/2024,rpeagram9f@tmall.com,olive oil,oil,8,1760,PayPal,1%,90%,1707.2,pending,21 Randy Alley,true
6431134877,Alli,23/04/2024,aipsley9g@adobe.com,palm oil,oil,11,1320,cash,1%,90%,1280.4,pending,43 Becker Center,true
3258089612,Jobi,12/01/2024,jflower9h@naver.com,mustard oil,oil,2,320,debit card,0.9%,80%,313.6,pending,744 Randy Hill,true
3444174233,Meridel,06/01/2024,mswanbourne9i@ibm.com,coconut oil,oil,24,4800,Gpay,0.9%,100%,4560,paid,31 Park Meadow Way,true
6197517000,Charla,06/01/2024,cfarebrother9j@oakley.com,coconut oil,oil,19,3800,PayPal,2%,50%,3762,pending,65490 Victoria Street,false
1673108415,Dorian,30/01/2024,dlonghurst9k@usda.gov,palm oil,oil,9,1080,credit card,1%,50%,1069.2,pending,96 Magdeline Alley,false
3661679015,Davie,09/02/2024,dwhipple9l@elegantthemes.com,Sunflower oil,oil,10,1500,debit card,0.9%,90%,1455,pending,30531 Cordelia Pass,true
6708514303,Phaedra,13/02/2024,pheaslip9m@paginegialle.it,olive oil,oil,4,880,PayPal,2%,100%,836,paid,6 Fordem Point,true
6859372540,Doe,25/03/2024,dhaffenden9n@si.edu,palm oil,oil,17,2040,debit card,1%,100%,1938,paid,444 Reinke Lane,false
6202159294,Sydel,25/04/2024,scoombes9o@amazon.com,mustard oil,oil,15,2400,debit card,1%,100%,2280,paid,50642 Sunfield Court,false
7819761814,Kincaid,06/02/2024,kwoodman9p@hibu.com,Sunflower oil,oil,10,1500,Gpay,0.9%,80%,1470,pending,1962 Holmberg Circle,false
1757626921,Johnna,09/02/2024,jgrose9q@disqus.com,olive oil,oil,3,660,cash,1%,80%,646.8,pending,0 Crest Line Way,false
8980771282,Beau,29/03/2024,bespadas9r@nps.gov,palm oil,oil,18,2160,Gpay,1%,80%,2116.8,pending,2606 Eagle Crest Place,true
6658916101,Hallie,13/03/2024,hmewitt9s@topsy.com,olive oil,oil,2,440,cash,1%,100%,418,paid,4 Sunbrook Alley,true
0411913573,Rea,29/02/2024,rdurbin9t@wikipedia.org,mustard oil,oil,5,800,credit card,1%,100%,760,paid,2 Dennis Center,false
8584215174,Lorin,08/02/2024,lblondell9u@marriott.com,mustard oil,oil,4,640,PayPal,0.9%,10%,576,pending,9 Ryan Parkway,false
7934487223,Inessa,18/04/2024,iwoliter9v@g.co,olive oil,oil,19,4180,debit card,2%,80%,4096.4,pending,8535 Mandrake Point,false
1786466376,Karney,03/02/2024,kportress9w@vk.com,Sunflower oil,oil,20,3000,Gpay,1%,80%,2940,pending,1 Dennis Street,false
9204893214,Tabby,30/03/2024,tfernao9x@a8.net,palm oil,oil,18,2160,credit card,2%,50%,2138.4,pending,50033 Kingsford Junction,true
2049215266,Adah,20/01/2024,astanislaw9y@toplist.cz,Sunflower oil,oil,19,2850,credit card,2%,90%,2764.5,pending,92 Beilfuss Park,true
1231051345,Gerri,10/03/2024,gfullagar9z@smh.com.au,Sunflower oil,oil,25,3750,debit card,0.9%,50%,3712.5,pending,6 Brickson Park Pass,false
5795845620,Margo,04/05/2024,mchoulertona0@infoseek.co.jp,palm oil,oil,20,2400,credit card,0.9%,90%,2328,pending,31 Esker Alley,false
1466394811,Lorraine,18/03/2024,lcosbya1@icio.us,palm oil,oil,9,1080,credit card,2%,100%,1026,paid,3730 Eggendart Terrace,false
0874866863,Augustine,26/01/2024,ajudgea2@adobe.com,mustard oil,oil,23,3680,Gpay,1%,80%,3606.4,pending,5862 Moose Alley,true
4585830022,Oralie,12/01/2024,omatasa3@w3.org,Sunflower oil,oil,10,1500,credit card,0.9%,90%,1455,pending,76056 Katie Place,true
2321184531,Dougy,02/01/2024,dvogela4@deviantart.com,Sunflower oil,oil,18,2700,Gpay,1%,90%,2619,pending,40 Comanche Junction,false
2628624591,Betteann,23/01/2024,bshuxsmitha5@feedburner.com,coconut oil,oil,17,3400,Gpay,2%,10%,3060,pending,5503 Bonner Pass,true
1922517526,Westbrooke,22/04/2024,wfarnilla6@slashdot.org,olive oil,oil,16,3520,PayPal,2%,10%,3168,pending,0 Fulton Pass,true
1086456505,Camala,01/01/2024,chackwella7@cbc.ca,Sunflower oil,oil,1,150,debit card,2%,50%,148.5,pending,2630 Bowman Drive,false
3506352261,Lyle,06/04/2024,ldemorenaa8@chron.com,coconut oil,oil,11,2200,PayPal,1%,90%,2134,pending,1 Golf Course Circle,true
3968873084,Kata,02/05/2024,kawina9@discovery.com,olive oil,oil,2,440,cash,1%,50%,435.6,pending,3 Ludington Drive,true
4709147302,Genevieve,04/01/2024,gmorrellaa@bloomberg.com,coconut oil,oil,16,3200,cash,0.9%,100%,3040,paid,390 Texas Terrace,false
9883130058,Christiano,25/03/2024,cwalthoab@printfriendly.com,coconut oil,oil,22,4400,debit card,1%,80%,4312,pending,65 Oak Valley Terrace,true
9944562343,Rex,18/04/2024,rdehooghac@w3.org,mustard oil,oil,23,3680,cash,2%,90%,3569.6,pending,86 Buhler Trail,false
